Species	NCBI/VEuPathDB Accession ID	Taxonomic group	Length of contamination (bp)	Contaminant species
Schistosoma japonicum	GCA_000151775.1	Bacteria	1287	Cupriavidus metallidurans
Schistosoma japonicum	GCA_000151775.1	Bacteria	1625	Cupriavidus sp.
Schistosoma japonicum	GCA_000151775.1	Bacteria	1328	Delftia acidovorans
Schistosoma japonicum	GCA_000151775.1	Bacteria	6070	Phyllobacterium calauticae
Schistosoma japonicum	GCA_000151775.1	Bacteria	3792	Sphingomonas paucimobilis
Schistosoma japonicum	GCA_000151775.1	Synthetic	1288	NA
Schistosoma japonicum	GCA_000151775.1	Virus	1604	Simian adenovirus
Caenorhabditis angaria	GCA_000165025.1	Metazoa	395	Homo sapiens
Caenorhabditis angaria	GCA_000165025.1	Metazoa	419	Mus musculus
Caenorhabditis angaria	GCA_000165025.1	Fungi	563	NA
Caenorhabditis angaria	GCA_000165025.1	Viridiplantae	816	Andrographis paniculata
Caenorhabditis angaria	GCA_000165025.1	Viridiplantae	575	NA
Caenorhabditis angaria	GCA_000165025.1	Bacteria	799	Actinocorallia herbida
Caenorhabditis angaria	GCA_000165025.1	Bacteria	998	Actinomadura decatromicini
Caenorhabditis angaria	GCA_000165025.1	Bacteria	162	Actinomadura logoneensis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2988	Actinomadura macrotermitis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	177	Actinomadura parmotrematis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	356	Actinomadura rubrisoli
Caenorhabditis angaria	GCA_000165025.1	Bacteria	383	Actinomadura rupiterrae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	667	Actinomyces polynesiensis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1174	Actinomyces viscosus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1123	Actinopolymorpha pittospori
Caenorhabditis angaria	GCA_000165025.1	Bacteria	470	Aeromicrobium camelliae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1205	Aeromicrobium flavum
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1101	Aeromicrobium sp.
Caenorhabditis angaria	GCA_000165025.1	Bacteria	859	Agilicoccus flavus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	574	Agrococcus carbonis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	458	Agrococcus jenensis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1503	Agromyces agglutinans
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1700	Agromyces allii
Caenorhabditis angaria	GCA_000165025.1	Bacteria	4981	Agromyces archimandritae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	282	Agromyces atrinae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2005	Agromyces aurantiacus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2109	Agromyces aureus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	882	Agromyces badenianii
Caenorhabditis angaria	GCA_000165025.1	Bacteria	4627	Agromyces bracchium
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1466	Agromyces cavernae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1010	Agromyces cerinus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1704	Agromyces flavus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1148	Agromyces hippuratus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	3455	Agromyces humatus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1400	Agromyces italicus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	419	Agromyces kandeliae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2359	Agromyces lapidis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2047	Agromyces luteolus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2907	Agromyces mariniharenae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	152	Agromyces marinus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	13877	Agromyces mediolanus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	8699	Agromyces protaetiae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2188	Agromyces ramosus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	200	Agromyces salentinus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1195	Agromyces tardus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2123	Agromyces terreus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	623	Amnibacterium setariae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1103	Amycolatopsis mediterranei
Caenorhabditis angaria	GCA_000165025.1	Bacteria	699	Amycolatopsis roodepoortensis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	465	Arsenicicoccus sp.
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1688	Arthrobacter bambusae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	767	Arthrobacter globiformis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	566	Arthrobacter silviterrae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2767	Arthrobacter woluwensis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2025	Arthrobacter zhaoguopingii
Caenorhabditis angaria	GCA_000165025.1	Bacteria	651	Auritidibacter ignavus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1191	Bailinhaonella thermotolerans
Caenorhabditis angaria	GCA_000165025.1	Bacteria	3900	Bowdeniella nasicola
Caenorhabditis angaria	GCA_000165025.1	Bacteria	629	Brachybacterium faecium
Caenorhabditis angaria	GCA_000165025.1	Bacteria	776	Brachybacterium kimchii
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1709	Brachybacterium phenoliresistens
Caenorhabditis angaria	GCA_000165025.1	Bacteria	317	Brachybacterium tyrofermentans
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1397	Brevibacterium celere
Caenorhabditis angaria	GCA_000165025.1	Bacteria	557	Brevibacterium iodinum
Caenorhabditis angaria	GCA_000165025.1	Bacteria	561	Candidatus Brachybacterium
Caenorhabditis angaria	GCA_000165025.1	Bacteria	130938	Candidatus Leucobacter
Caenorhabditis angaria	GCA_000165025.1	Bacteria	396	Cellulomonas composti
Caenorhabditis angaria	GCA_000165025.1	Bacteria	349	Cellulomonas fimi
Caenorhabditis angaria	GCA_000165025.1	Bacteria	674	Cellulomonas iranensis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	454	Cellulomonas sp.
Caenorhabditis angaria	GCA_000165025.1	Bacteria	675	Clavibacter michiganensis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1735	Clavibacter phaseoli
Caenorhabditis angaria	GCA_000165025.1	Bacteria	193	Corynebacterium casei
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1572	Corynebacterium timonense
Caenorhabditis angaria	GCA_000165025.1	Bacteria	308	Corynebacterium variabile
Caenorhabditis angaria	GCA_000165025.1	Bacteria	598	Cryobacterium psychrotolerans
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1474	Cryobacterium soli
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1780	Cryobacterium tepidiphilum
Caenorhabditis angaria	GCA_000165025.1	Bacteria	239	Curtobacterium flaccumfaciens
Caenorhabditis angaria	GCA_000165025.1	Bacteria	569	Curtobacterium herbarum
Caenorhabditis angaria	GCA_000165025.1	Bacteria	302	Dactylosporangium sucinum
Caenorhabditis angaria	GCA_000165025.1	Bacteria	418	Demequina aestuarii
Caenorhabditis angaria	GCA_000165025.1	Bacteria	370	Demequina silvatica
Caenorhabditis angaria	GCA_000165025.1	Bacteria	166	Diaminobutyricibacter tongyongensis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1020	Enemella evansiae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	278	Geodermatophilus pulveris
Caenorhabditis angaria	GCA_000165025.1	Bacteria	460	Georgenia faecalis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	349	Georgenia muralis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	688	Glaciibacter flavus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	213	Glutamicibacter soli
Caenorhabditis angaria	GCA_000165025.1	Bacteria	285	Glycomyces arizonensis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2034	Glycomyces sp.
Caenorhabditis angaria	GCA_000165025.1	Bacteria	921	Goodfellowiella coeruleoviolacea
Caenorhabditis angaria	GCA_000165025.1	Bacteria	896	Gordonia amarae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	161	Gordonia hydrophobica
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1383	Gordonia neofelifaecis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	269	Gordonia polyisoprenivorans
Caenorhabditis angaria	GCA_000165025.1	Bacteria	444	Gryllotalpicola ginsengisoli
Caenorhabditis angaria	GCA_000165025.1	Bacteria	851	Gryllotalpicola protaetiae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1447	Gulosibacter faecalis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	196	Gulosibacter hominis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	357	Gulosibacter macacae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	3823	Gulosibacter massiliensis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2058	Hamadaea tsunoensis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	155	Herbiconiux ginsengi
Caenorhabditis angaria	GCA_000165025.1	Bacteria	456	Humibacter albus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	3593	Humibacter ginsenosidimutans
Caenorhabditis angaria	GCA_000165025.1	Bacteria	458	Isoptericola halotolerans
Caenorhabditis angaria	GCA_000165025.1	Bacteria	192	Janibacter melonis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2037	Kineosporia babensis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	355	Kineosporia rhizophila
Caenorhabditis angaria	GCA_000165025.1	Bacteria	493	Kitasatospora niigatensis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2244	Kocuria coralli
Caenorhabditis angaria	GCA_000165025.1	Bacteria	502	Kocuria sediminis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1972	Kribbella pittospori
Caenorhabditis angaria	GCA_000165025.1	Bacteria	728	Kribbella soli
Caenorhabditis angaria	GCA_000165025.1	Bacteria	198	Labedella populi
Caenorhabditis angaria	GCA_000165025.1	Bacteria	7368	Leifsonia naganoensis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	3770	Leifsonia poae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2237	Leifsonia shinshuensis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	606	Leifsonia sp.
Caenorhabditis angaria	GCA_000165025.1	Bacteria	27455	Leucobacter aridicollis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	189505	Leucobacter celer
Caenorhabditis angaria	GCA_000165025.1	Bacteria	7524	Leucobacter chinensis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	207058	Leucobacter chironomi
Caenorhabditis angaria	GCA_000165025.1	Bacteria	33497	Leucobacter chromiireducens
Caenorhabditis angaria	GCA_000165025.1	Bacteria	133485	Leucobacter chromiiresistens
Caenorhabditis angaria	GCA_000165025.1	Bacteria	184328	Leucobacter chromiisoli
Caenorhabditis angaria	GCA_000165025.1	Bacteria	6918	Leucobacter coleopterorum
Caenorhabditis angaria	GCA_000165025.1	Bacteria	383	Leucobacter denitrificans
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2607	Leucobacter exalbidus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	10264	Leucobacter insecticola
Caenorhabditis angaria	GCA_000165025.1	Bacteria	52336	Leucobacter japonicus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	47558	Leucobacter komagatae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	61081	Leucobacter luti
Caenorhabditis angaria	GCA_000165025.1	Bacteria	87615	Leucobacter massiliensis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	238772	Leucobacter muris
Caenorhabditis angaria	GCA_000165025.1	Bacteria	173006	Leucobacter ruminantium
Caenorhabditis angaria	GCA_000165025.1	Bacteria	15076	Leucobacter salsicius
Caenorhabditis angaria	GCA_000165025.1	Bacteria	96915	Leucobacter soli
Caenorhabditis angaria	GCA_000165025.1	Bacteria	20276	Leucobacter sp.
Caenorhabditis angaria	GCA_000165025.1	Bacteria	17443	Leucobacter tardus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	68721	Leucobacter triazinivorans
Caenorhabditis angaria	GCA_000165025.1	Bacteria	7270	Leucobacter viscericola
Caenorhabditis angaria	GCA_000165025.1	Bacteria	38178	Leucobacter weissii
Caenorhabditis angaria	GCA_000165025.1	Bacteria	319490	Leucobacter zeae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1895	Marinactinospora thermotolerans
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1321	Microbacterium aerolatum
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2550	Microbacterium album
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1707	Microbacterium algeriense
Caenorhabditis angaria	GCA_000165025.1	Bacteria	30108	Microbacterium azadirachtae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	9601	Microbacterium bovistercoris
Caenorhabditis angaria	GCA_000165025.1	Bacteria	311	Microbacterium caowuchunii
Caenorhabditis angaria	GCA_000165025.1	Bacteria	4300	Microbacterium commune
Caenorhabditis angaria	GCA_000165025.1	Bacteria	3223	Microbacterium dextranolyticum
Caenorhabditis angaria	GCA_000165025.1	Bacteria	688	Microbacterium enclense
Caenorhabditis angaria	GCA_000165025.1	Bacteria	10938	Microbacterium esteraromaticum
Caenorhabditis angaria	GCA_000165025.1	Bacteria	590	Microbacterium flavum
Caenorhabditis angaria	GCA_000165025.1	Bacteria	4976	Microbacterium ginsengisoli
Caenorhabditis angaria	GCA_000165025.1	Bacteria	768	Microbacterium gubbeenense
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1804	Microbacterium halophytorum
Caenorhabditis angaria	GCA_000165025.1	Bacteria	160	Microbacterium hatanonis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1185	Microbacterium helvum
Caenorhabditis angaria	GCA_000165025.1	Bacteria	818	Microbacterium humi
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2029	Microbacterium hydrocarbonoxydans
Caenorhabditis angaria	GCA_000165025.1	Bacteria	349	Microbacterium hydrothermale
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1408	Microbacterium ihumii
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1037	Microbacterium indicum
Caenorhabditis angaria	GCA_000165025.1	Bacteria	558	Microbacterium invictum
Caenorhabditis angaria	GCA_000165025.1	Bacteria	682	Microbacterium jejuense
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2895	Microbacterium keratanolyticum
Caenorhabditis angaria	GCA_000165025.1	Bacteria	544	Microbacterium kitamiense
Caenorhabditis angaria	GCA_000165025.1	Bacteria	5415	Microbacterium liquefaciens
Caenorhabditis angaria	GCA_000165025.1	Bacteria	7797	Microbacterium mangrovi
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2654	Microbacterium marinilacus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2520	Microbacterium maritypicum
Caenorhabditis angaria	GCA_000165025.1	Bacteria	7299	Microbacterium murale
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2132	Microbacterium nanhaiense
Caenorhabditis angaria	GCA_000165025.1	Bacteria	490	Microbacterium oleivorans
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1917	Microbacterium oxydans
Caenorhabditis angaria	GCA_000165025.1	Bacteria	6524	Microbacterium paraoxydans
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1187	Microbacterium paulum
Caenorhabditis angaria	GCA_000165025.1	Bacteria	250	Microbacterium phyllosphaerae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1844	Microbacterium protaetiae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2594	Microbacterium pseudoresistens
Caenorhabditis angaria	GCA_000165025.1	Bacteria	220	Microbacterium pygmaeum
Caenorhabditis angaria	GCA_000165025.1	Bacteria	721	Microbacterium radiodurans
Caenorhabditis angaria	GCA_000165025.1	Bacteria	11590	Microbacterium resistens
Caenorhabditis angaria	GCA_000165025.1	Bacteria	188	Microbacterium saccharophilum
Caenorhabditis angaria	GCA_000165025.1	Bacteria	5066	Microbacterium saperdae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1371	Microbacterium sediminis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	4613	Microbacterium sorbitolivorans
Caenorhabditis angaria	GCA_000165025.1	Bacteria	20364	Microbacterium sp.
Caenorhabditis angaria	GCA_000165025.1	Bacteria	752	Microbacterium stercoris
Caenorhabditis angaria	GCA_000165025.1	Bacteria	898	Microbacterium suaedae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	220	Microbacterium sulfonylureivorans
Caenorhabditis angaria	GCA_000165025.1	Bacteria	189	Microbacterium telephonicum
Caenorhabditis angaria	GCA_000165025.1	Bacteria	479	Microbacterium terrae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1925	Microbacterium terricola
Caenorhabditis angaria	GCA_000165025.1	Bacteria	485	Microbacterium testaceum
Caenorhabditis angaria	GCA_000165025.1	Bacteria	295	Microbacterium timonense
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2053	Microbacterium trichothecenolyticum
Caenorhabditis angaria	GCA_000165025.1	Bacteria	526	Microbacterium ulmi
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1391	Microbacterium ureisolvens
Caenorhabditis angaria	GCA_000165025.1	Bacteria	428	Microbacterium wangchenii
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1331	Microbacterium yannicii
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2464	Microbispora cellulosiformans
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1727	Microcella flavibacter
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1300	Microterricola gilva
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2824	Microterricola viridarii
Caenorhabditis angaria	GCA_000165025.1	Bacteria	6522	Mycetocola saprophilus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	3247	Mycetocola spongiae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1172	Mycetocola tolaasinivorans
Caenorhabditis angaria	GCA_000165025.1	Bacteria	208	Mycolicibacterium mengxianglii
Caenorhabditis angaria	GCA_000165025.1	Bacteria	232	Naasia sp.
Caenorhabditis angaria	GCA_000165025.1	Bacteria	422	Nesterenkonia salmonea
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2019	Nocardia coffeae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1014	Nocardia cyriacigeorgica
Caenorhabditis angaria	GCA_000165025.1	Bacteria	690	Nocardioides antri
Caenorhabditis angaria	GCA_000165025.1	Bacteria	180	Nocardioides daeguensis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2106	Nocardioides kongjuensis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	228	Nocardioides terrae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	829	Nocardiopsis alborubida
Caenorhabditis angaria	GCA_000165025.1	Bacteria	403	Nocardiopsis baichengensis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	680	Nocardiopsis lucentensis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2507	Nocardiopsis trehalosi
Caenorhabditis angaria	GCA_000165025.1	Bacteria	299	Nonomuraea dietziae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	484	Occultella kanbiaonis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1580	Oceanitalea stevensii
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1575	Oerskovia rustica
Caenorhabditis angaria	GCA_000165025.1	Bacteria	160	Paeniglutamicibacter antarcticus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	204	Phycicoccus endophyticus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	565	Phycicoccus mangrovi
Caenorhabditis angaria	GCA_000165025.1	Bacteria	279	Phytohabitans houttuyneae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	3059	Phytohabitans suffuscus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	693	Pimelobacter simplex
Caenorhabditis angaria	GCA_000165025.1	Bacteria	377	Piscicoccus intestinalis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	809	Plantibacter flavus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	894	Prauserella alba
Caenorhabditis angaria	GCA_000165025.1	Bacteria	336	Prescottella equi
Caenorhabditis angaria	GCA_000165025.1	Bacteria	938	Promicromonospora sukumoe
Caenorhabditis angaria	GCA_000165025.1	Bacteria	710	Promicromonospora thailandica
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1165	Promicromonospora umidemergens
Caenorhabditis angaria	GCA_000165025.1	Bacteria	3517	Propionicicella superfundia
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2248	Propioniciclava tarda
Caenorhabditis angaria	GCA_000165025.1	Bacteria	600	Protaetiibacter intestinalis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	718	Pseudactinotalea suaedae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	526	Pseudactinotalea terrae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	170	Pseudoclavibacter caeni
Caenorhabditis angaria	GCA_000165025.1	Bacteria	8537	Pseudoclavibacter chungangensis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	504	Pseudoclavibacter terrae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1740	Pseudoglutamicibacter albus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	286	Pseudonocardia parietis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	223	Rathayibacter caricis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	721	Rathayibacter festucae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	490	Rathayibacter tanaceti
Caenorhabditis angaria	GCA_000165025.1	Bacteria	383	Rhodococcus aetherivorans
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1822	Rothia halotolerans
Caenorhabditis angaria	GCA_000165025.1	Bacteria	735	Saccharopolyspora antimicrobica
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2708	Salana multivorans
Caenorhabditis angaria	GCA_000165025.1	Bacteria	2357	Schumannella luteola
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1567	Serinibacter arcticus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	462	Serinicoccus hydrothermalis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	328	Sinomonas atrocyanea
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1369	Skermania piniformis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	960	Specibacter cremeus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	1485	Streptomonospora halotolerans
Caenorhabditis angaria	GCA_000165025.1	Bacteria	148	Streptomyces anandii
Caenorhabditis angaria	GCA_000165025.1	Bacteria	339	Streptomyces beijiangensis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	212	Streptomyces buecherae
Caenorhabditis angaria	GCA_000165025.1	Bacteria	944	Streptomyces colonosanans
Caenorhabditis angaria	GCA_000165025.1	Bacteria	274	Streptomyces durmitorensis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	273	Streptomyces hokutonensis
Caenorhabditis angaria	GCA_000165025.1	Bacteria	180	Streptomyces inusitatus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	155	Streptomyces milbemycinicus
Caenorhabditis angaria	GCA_000165025.1	Bacteria	677	Streptomyces rhizosphaericus
